phoneId,number,type,carrier
PH010617,309-555-3478,mobile,Verizon
PH010618,309-555-4714,mobile,US Cellular
PH010619,630-555-7130,mobile,AT&T
PH010620,630-555-8301,mobile,AT&T
PH010621,217-555-9428,mobile,US Cellular
PH010622,773-555-1749,work,Sprint
PH010623,815-555-1444,mobile,AT&T
PH010624,630-555-9860,work,AT&T
PH010625,815-555-6938,mobile,Sprint
PH010626,309-555-5742,mobile,Sprint
PH010627,847-555-4577,mobile,AT&T
PH010628,309-555-3959,mobile,Verizon
PH010629,773-555-9832,home,US Cellular
PH010630,773-555-8565,work,T-Mobile
PH010631,847-555-9043,mobile,Sprint
PH010632,773-555-3212,mobile,T-Mobile
PH010633,309-555-8402,mobile,Sprint
PH010634,312-555-1584,mobile,US Cellular
PH010635,630-555-8876,mobile,Sprint
PH010636,309-555-9162,mobile,AT&T
PH010637,630-555-6788,work,AT&T
PH010638,309-555-4634,work,Sprint
PH010639,630-555-9245,mobile,T-Mobile
PH010640,217-555-8520,mobile,US Cellular
PH010641,217-555-8318,work,US Cellular
PH010642,309-555-8610,home,AT&T
PH010643,630-555-6529,mobile,Verizon
PH010644,217-555-3283,work,Sprint
PH010645,309-555-1114,work,T-Mobile
PH010646,847-555-5231,mobile,Sprint
PH010647,312-555-5727,work,Sprint
PH010648,217-555-9384,mobile,Sprint
PH010649,309-555-1210,work,US Cellular
PH010650,312-555-2789,work,Sprint
PH010651,773-555-8946,home,Verizon
PH010652,312-555-7123,mobile,US Cellular
PH010653,217-555-4328,mobile,T-Mobile
PH010654,309-555-5531,mobile,Verizon
PH010655,312-555-7913,home,Sprint
PH010656,773-555-5301,home,AT&T
PH010657,630-555-2302,mobile,AT&T
PH010658,309-555-5025,mobile,Verizon
PH010659,847-555-8274,mobile,Sprint
PH010660,847-555-9128,mobile,Verizon
PH010661,847-555-7370,mobile,Verizon
PH010662,312-555-6684,mobile,US Cellular
PH010663,312-555-4996,mobile,Verizon
PH010664,312-555-7655,mobile,Sprint
PH010665,847-555-2862,mobile,Sprint
PH010666,630-555-2535,mobile,Sprint
PH010667,309-555-4628,work,US Cellular
PH010668,847-555-4201,mobile,Verizon
PH010669,312-555-7831,home,T-Mobile
PH010670,630-555-7683,home,T-Mobile
PH010671,815-555-1374,home,Verizon
PH010672,312-555-6154,mobile,US Cellular
PH010673,847-555-3536,home,Sprint
PH010674,815-555-3384,mobile,AT&T
PH010675,815-555-5013,work,T-Mobile
PH010676,630-555-5592,mobile,Sprint
PH010677,309-555-9702,mobile,T-Mobile
PH010678,312-555-4678,mobile,Verizon
PH010679,630-555-7645,mobile,Sprint
PH010680,217-555-6997,mobile,Verizon
PH010681,312-555-8559,mobile,US Cellular
PH010682,630-555-1142,mobile,Sprint
PH010683,312-555-1718,mobile,T-Mobile
PH010684,217-555-2074,mobile,Sprint
PH010685,630-555-9688,mobile,AT&T
PH010686,309-555-8182,work,AT&T
PH010687,815-555-7035,mobile,AT&T
PH010688,815-555-7019,work,Sprint
PH010689,815-555-2483,mobile,Verizon
PH010690,312-555-3326,mobile,Sprint
PH010691,847-555-8607,mobile,US Cellular
PH010692,773-555-2275,mobile,Verizon
PH010693,630-555-9063,mobile,US Cellular
PH010694,773-555-6854,mobile,AT&T
PH010695,630-555-9348,mobile,Verizon
PH010696,312-555-7306,work,Sprint
PH010697,312-555-8139,mobile,T-Mobile
PH010698,773-555-5304,work,T-Mobile
PH010699,630-555-7652,home,Verizon
PH010700,312-555-2376,mobile,Sprint
PH010701,630-555-3460,mobile,Verizon
PH010702,309-555-7941,mobile,Sprint
PH010703,847-555-7126,mobile,T-Mobile
PH010704,815-555-7287,mobile,US Cellular
PH010705,773-555-4264,mobile,T-Mobile
PH010706,815-555-4290,mobile,Sprint
PH010707,217-555-1922,mobile,T-Mobile
PH010708,847-555-3159,mobile,Verizon
PH010709,773-555-9135,home,T-Mobile
PH010710,847-555-1030,mobile,Verizon
PH010711,630-555-6938,work,AT&T
PH010712,847-555-4226,work,Sprint
PH010713,773-555-4616,work,AT&T
PH010714,309-555-2453,mobile,AT&T
PH010715,217-555-5856,home,AT&T
PH010716,309-555-9943,mobile,US Cellular
PH010717,312-555-4647,mobile,T-Mobile
PH010718,773-555-7865,mobile,Verizon
PH010719,630-555-4579,mobile,T-Mobile
PH010720,815-555-4159,work,AT&T
PH010721,847-555-8439,home,Verizon
PH010722,815-555-6823,mobile,AT&T
PH010723,217-555-3567,mobile,T-Mobile
PH010724,815-555-5304,mobile,Sprint
PH010725,773-555-2848,mobile,Sprint
PH010726,217-555-1642,mobile,Verizon
PH010727,312-555-2541,work,T-Mobile
PH010728,815-555-3162,mobile,AT&T
PH010729,630-555-5932,home,Verizon
PH010730,847-555-7473,mobile,Sprint
PH010731,847-555-8175,home,Sprint
PH010732,773-555-1800,mobile,Sprint
PH010733,217-555-3916,home,T-Mobile
PH010734,309-555-3146,mobile,AT&T
PH010735,312-555-3028,mobile,AT&T
PH010736,773-555-6211,work,T-Mobile
PH010737,217-555-7670,mobile,T-Mobile
PH010738,312-555-5022,home,AT&T
PH010739,309-555-8875,mobile,T-Mobile
PH010740,815-555-4899,mobile,Sprint
PH010741,309-555-6153,mobile,AT&T
PH010742,815-555-9486,mobile,Verizon
PH010743,217-555-2059,mobile,US Cellular
PH010744,217-555-9307,mobile,T-Mobile
PH010745,630-555-7528,mobile,Sprint
PH010746,312-555-4410,mobile,US Cellular
PH010747,309-555-5372,mobile,AT&T
PH010748,630-555-2688,work,Sprint
PH010749,630-555-5509,mobile,T-Mobile
PH010750,312-555-2266,mobile,US Cellular
PH010751,815-555-4075,mobile,Sprint
PH010752,630-555-4340,mobile,US Cellular
PH010753,217-555-6046,mobile,US Cellular
PH010754,847-555-7927,work,T-Mobile
PH010755,309-555-2876,work,Verizon
PH010756,815-555-1222,home,Verizon
PH010757,815-555-8151,mobile,Verizon
PH010758,309-555-9931,mobile,AT&T
PH010759,815-555-5624,home,Verizon
PH010760,815-555-8468,work,Verizon
PH010761,847-555-9253,home,T-Mobile
PH010762,217-555-9093,mobile,Sprint
PH010763,312-555-5614,mobile,Verizon
PH010764,773-555-6536,home,US Cellular
PH010765,217-555-8138,home,Verizon
PH010766,773-555-7880,mobile,US Cellular
PH010767,630-555-7434,mobile,Verizon
PH010768,312-555-6070,home,Sprint
PH010769,773-555-5387,home,Verizon
PH010770,630-555-2827,mobile,US Cellular
PH010771,217-555-9861,mobile,Verizon
PH010772,217-555-1798,home,AT&T
PH010773,309-555-7734,mobile,US Cellular
PH010774,630-555-1789,work,T-Mobile
PH010775,309-555-7297,mobile,T-Mobile
PH010776,630-555-3267,mobile,US Cellular
PH010777,847-555-1102,work,Verizon
PH010778,309-555-1876,mobile,T-Mobile
PH010779,217-555-3775,mobile,Verizon
PH010780,815-555-6969,home,Sprint
PH010781,217-555-6522,home,US Cellular
PH010782,773-555-4088,mobile,Verizon
PH010783,312-555-8280,home,Verizon
PH010784,309-555-6447,work,AT&T
PH010785,815-555-9547,mobile,US Cellular
PH010786,312-555-5033,home,US Cellular
PH010787,847-555-3611,home,Sprint
PH010788,847-555-5011,home,US Cellular
PH010789,309-555-1123,work,Sprint
PH010790,630-555-6348,work,Verizon
PH010791,773-555-1219,mobile,AT&T
PH010792,312-555-2790,work,T-Mobile
PH010793,630-555-7812,mobile,AT&T
PH010794,815-555-2572,mobile,Verizon
PH010795,217-555-1349,mobile,Verizon
PH010796,773-555-5959,work,T-Mobile
PH010797,630-555-9733,mobile,AT&T
PH010798,773-555-9034,mobile,Sprint
PH010799,815-555-4018,home,Sprint
PH010800,815-555-8007,mobile,US Cellular
PH010801,309-555-6873,work,US Cellular
PH010802,815-555-4288,home,T-Mobile
PH010803,312-555-3443,home,Verizon
PH010804,217-555-8622,mobile,T-Mobile
PH010805,773-555-3398,work,AT&T
PH010806,309-555-9118,mobile,Verizon
PH010807,630-555-7433,mobile,T-Mobile
PH010808,847-555-2628,mobile,AT&T
PH010809,630-555-5480,work,Sprint
PH010810,312-555-8739,mobile,Sprint
PH010811,312-555-7489,mobile,Verizon
PH010812,847-555-9907,home,AT&T
PH010813,309-555-9052,work,Verizon
PH010814,312-555-3837,work,T-Mobile
PH010815,773-555-6853,work,AT&T
PH010816,309-555-8308,work,T-Mobile
PH010817,815-555-3163,home,T-Mobile
PH010818,217-555-2215,home,US Cellular
PH010819,773-555-6050,work,US Cellular
PH010820,815-555-2522,home,T-Mobile
PH010821,815-555-7156,mobile,AT&T
PH010822,773-555-4560,mobile,Verizon
PH010823,312-555-5261,mobile,AT&T
PH010824,847-555-7821,work,Sprint
PH010825,773-555-6638,home,T-Mobile
PH010826,773-555-5549,mobile,Sprint
PH010827,309-555-2530,mobile,Sprint
PH010828,815-555-9707,work,Verizon
PH010829,312-555-1157,mobile,Verizon
PH010830,217-555-2964,work,T-Mobile
PH010831,815-555-7614,work,T-Mobile
PH010832,815-555-2494,mobile,Sprint
PH010833,847-555-4342,mobile,Sprint
PH010834,847-555-7740,work,T-Mobile
PH010835,309-555-4950,mobile,AT&T
PH010836,815-555-5942,home,Verizon
PH010837,312-555-2893,mobile,Verizon
PH010838,309-555-4530,home,Verizon
PH010839,847-555-2686,work,Sprint
PH010840,630-555-6423,work,AT&T
PH010841,217-555-7967,home,T-Mobile
PH010842,217-555-2248,home,US Cellular
PH010843,773-555-6190,work,US Cellular
PH010844,312-555-2984,mobile,Verizon
PH010845,630-555-8386,home,T-Mobile
PH010846,847-555-9020,work,T-Mobile
PH010847,773-555-1324,mobile,Sprint
PH010848,847-555-3144,mobile,US Cellular
PH010849,773-555-3430,mobile,US Cellular
PH010850,847-555-6406,home,Sprint
PH010851,630-555-4117,home,AT&T
PH010852,217-555-7329,mobile,T-Mobile
PH010853,630-555-4142,mobile,T-Mobile
PH010854,217-555-7610,mobile,AT&T
PH010855,309-555-1668,mobile,T-Mobile
PH010856,773-555-9276,work,T-Mobile
PH010857,217-555-2027,mobile,US Cellular
PH010858,217-555-8094,home,AT&T
PH010859,309-555-5861,mobile,Sprint
PH010860,309-555-2726,mobile,Sprint
PH010861,847-555-8736,mobile,AT&T
PH010862,847-555-4536,mobile,AT&T
PH010863,847-555-3657,mobile,Verizon
PH010864,815-555-6014,mobile,US Cellular
PH010865,309-555-5746,mobile,Sprint
PH010866,630-555-8631,mobile,T-Mobile
PH010867,630-555-1359,work,T-Mobile
PH010868,847-555-8694,work,Verizon
PH010869,773-555-6856,mobile,AT&T
PH010870,312-555-2464,mobile,T-Mobile
PH010871,217-555-1353,work,US Cellular
PH010872,847-555-6984,mobile,T-Mobile
PH010873,312-555-5905,work,Verizon
PH010874,773-555-4858,work,US Cellular
PH010875,815-555-4437,mobile,T-Mobile
PH010876,773-555-8629,home,T-Mobile
PH010877,630-555-9243,mobile,Verizon
PH010878,815-555-1929,mobile,T-Mobile
PH010879,630-555-6889,mobile,T-Mobile
PH010880,815-555-6101,mobile,Verizon
PH010881,630-555-3252,mobile,Verizon
PH010882,815-555-1926,home,AT&T
PH010883,773-555-8766,work,US Cellular
PH010884,312-555-5847,work,US Cellular
PH010885,773-555-4079,mobile,AT&T
PH010886,312-555-4913,home,AT&T
PH010887,309-555-6230,home,T-Mobile
PH010888,309-555-4354,home,Sprint
PH010889,815-555-7300,work,Sprint
PH010890,773-555-1449,work,Verizon
PH010891,773-555-2873,work,Sprint
PH010892,217-555-2727,mobile,Verizon
PH010893,630-555-4814,mobile,AT&T
PH010894,630-555-8381,mobile,US Cellular
PH010895,815-555-6729,home,Sprint
PH010896,217-555-2304,mobile,AT&T
PH010897,630-555-9710,mobile,US Cellular
PH010898,815-555-1971,mobile,AT&T
PH010899,630-555-1014,home,Sprint
PH010900,630-555-5058,mobile,Verizon
PH010901,847-555-5475,mobile,T-Mobile
PH010902,773-555-9904,home,US Cellular
PH010903,309-555-4820,work,Verizon
PH010904,773-555-8193,home,Sprint
PH010905,309-555-8534,mobile,Verizon
PH010906,309-555-1036,home,Verizon
PH010907,815-555-9859,mobile,T-Mobile
PH010908,312-555-9550,home,US Cellular
PH010909,630-555-1155,mobile,AT&T
PH010910,630-555-5692,mobile,Verizon
PH010911,217-555-6888,home,Verizon
PH010912,847-555-3979,mobile,US Cellular
PH010913,630-555-7047,work,Sprint
PH010914,847-555-4855,mobile,T-Mobile
PH010915,815-555-3863,home,T-Mobile
PH010916,847-555-7951,home,T-Mobile
PH010917,773-555-4603,mobile,AT&T
PH010918,217-555-9017,work,Sprint
PH010919,309-555-3401,mobile,T-Mobile
PH010920,217-555-6648,home,US Cellular
PH010921,847-555-8074,mobile,US Cellular
PH010922,309-555-5375,mobile,US Cellular
PH010923,630-555-4571,mobile,T-Mobile
PH010924,773-555-9045,mobile,Sprint
PH010925,815-555-8107,work,US Cellular
PH010926,309-555-1682,home,AT&T
PH010927,630-555-2697,mobile,T-Mobile
PH010928,847-555-6781,mobile,AT&T
PH010929,773-555-1985,mobile,T-Mobile
PH010930,630-555-8051,mobile,US Cellular
PH010931,847-555-1585,mobile,AT&T
PH010932,312-555-5466,home,Verizon
PH010933,847-555-8137,mobile,Verizon
PH010934,630-555-6365,mobile,Sprint
PH010935,815-555-4232,work,US Cellular
PH010936,630-555-5363,home,T-Mobile
PH010937,773-555-3026,work,US Cellular
PH010938,630-555-2226,mobile,Sprint
PH010939,773-555-5948,mobile,Sprint
PH010940,312-555-2011,home,US Cellular
PH010941,217-555-1294,home,Sprint
PH010942,217-555-6401,home,T-Mobile
PH010943,630-555-3829,home,T-Mobile
PH010944,773-555-6728,work,Sprint
PH010945,815-555-3717,work,US Cellular
PH010946,309-555-7375,mobile,Sprint
PH010947,815-555-5115,mobile,Sprint
PH010948,847-555-6282,work,Sprint
PH010949,309-555-8320,mobile,Verizon
PH010950,815-555-3843,mobile,US Cellular
PH010951,312-555-3289,mobile,AT&T
PH010952,312-555-6478,mobile,Sprint
PH010953,217-555-2333,work,US Cellular
PH010954,312-555-7005,mobile,T-Mobile
PH010955,773-555-2126,mobile,Sprint
PH010956,815-555-1889,mobile,US Cellular
PH010957,309-555-7896,mobile,US Cellular
PH010958,630-555-6236,mobile,Verizon
PH010959,773-555-8273,mobile,AT&T
PH010960,309-555-6285,mobile,US Cellular
PH010961,847-555-3972,mobile,Sprint
PH010962,630-555-9511,mobile,T-Mobile
PH010963,309-555-3565,mobile,T-Mobile
PH010964,309-555-1054,mobile,Verizon
PH010965,815-555-6955,mobile,Verizon
PH010966,312-555-7632,mobile,Sprint
PH010967,847-555-2221,home,US Cellular
PH010968,312-555-7850,home,Verizon
PH010969,217-555-5060,work,US Cellular
PH010970,217-555-7140,mobile,Sprint
PH010971,217-555-3882,work,T-Mobile
PH010972,847-555-1999,home,US Cellular
PH010973,773-555-3623,work,Verizon
PH010974,815-555-4394,mobile,AT&T
PH010975,309-555-4331,mobile,T-Mobile
PH010976,312-555-2694,mobile,T-Mobile
PH010977,773-555-3903,mobile,T-Mobile
PH010978,847-555-5111,mobile,US Cellular
PH010979,217-555-7696,mobile,Sprint
PH010980,847-555-7175,mobile,AT&T
PH010981,312-555-2870,mobile,AT&T
PH010982,312-555-8791,mobile,AT&T
PH010983,312-555-7097,mobile,T-Mobile
PH010984,312-555-8848,mobile,Verizon
PH010985,847-555-8574,home,T-Mobile
PH010986,312-555-4339,mobile,Sprint
PH010987,630-555-6025,work,Sprint
PH010988,312-555-4962,mobile,Verizon
PH010989,630-555-7844,mobile,Verizon
PH010990,312-555-1916,work,Sprint
PH010991,773-555-2329,mobile,US Cellular
PH010992,217-555-3797,mobile,Sprint
PH010993,773-555-5221,mobile,Sprint
PH010994,773-555-9006,mobile,T-Mobile
PH010995,312-555-5783,mobile,T-Mobile
PH010996,847-555-5180,mobile,AT&T
PH010997,815-555-1242,work,US Cellular
PH010998,312-555-2793,mobile,Sprint
PH010999,847-555-1759,mobile,AT&T
PH011000,630-555-5579,mobile,T-Mobile
PH011001,847-555-5479,home,T-Mobile
PH011002,630-555-9801,mobile,Verizon
PH011003,309-555-3563,home,T-Mobile
PH011004,630-555-2436,mobile,AT&T
PH011005,217-555-4098,home,US Cellular
PH011006,312-555-9158,work,T-Mobile
PH011007,630-555-5256,mobile,US Cellular
PH011008,309-555-8207,mobile,US Cellular
PH011009,309-555-7610,mobile,Verizon
PH011010,630-555-2508,home,US Cellular
PH011011,847-555-4425,work,T-Mobile
PH011012,847-555-2017,mobile,T-Mobile
PH011013,847-555-2609,mobile,AT&T
PH011014,847-555-6895,work,US Cellular
PH011015,309-555-5539,mobile,AT&T
PH011016,217-555-4192,mobile,Sprint
PH011017,847-555-3038,mobile,AT&T
PH011018,217-555-3190,mobile,AT&T
PH011019,630-555-7956,home,T-Mobile
PH011020,309-555-4402,work,US Cellular
PH011021,815-555-7529,mobile,Sprint
PH011022,630-555-5605,mobile,Verizon
PH011023,847-555-5845,work,T-Mobile
PH011024,312-555-7019,work,AT&T
PH011025,217-555-2512,home,AT&T
PH011026,312-555-7696,work,US Cellular
PH011027,217-555-6294,home,Sprint
PH011028,815-555-5560,mobile,AT&T
PH011029,847-555-9236,home,AT&T
PH011030,312-555-8481,home,AT&T
PH011031,630-555-7109,work,Verizon
PH011032,847-555-5529,work,Verizon
PH011033,773-555-5237,mobile,AT&T
PH011034,847-555-2623,work,US Cellular
PH011035,773-555-5890,mobile,US Cellular
PH011036,217-555-5331,mobile,Sprint
PH011037,217-555-9928,mobile,T-Mobile
PH011038,630-555-1047,mobile,T-Mobile
PH011039,847-555-5056,mobile,US Cellular
PH011040,217-555-7338,mobile,Verizon
PH011041,312-555-4319,mobile,AT&T
PH011042,815-555-4812,mobile,T-Mobile
PH011043,309-555-3647,work,Sprint
PH011044,630-555-6456,mobile,Verizon
PH011045,773-555-3688,mobile,Sprint
PH011046,847-555-4696,work,T-Mobile
PH011047,773-555-6494,work,AT&T
PH011048,847-555-1417,work,US Cellular
PH011049,630-555-7933,home,US Cellular
PH011050,630-555-7999,mobile,AT&T
PH011051,217-555-4668,mobile,Verizon
PH011052,773-555-3982,mobile,AT&T
PH011053,312-555-2583,mobile,US Cellular
PH011054,309-555-1467,work,Sprint
PH011055,217-555-4879,mobile,Verizon
PH011056,630-555-8129,mobile,T-Mobile
PH011057,847-555-7635,mobile,Sprint
PH011058,312-555-5960,mobile,US Cellular
PH011059,217-555-7305,work,Verizon
PH011060,309-555-1017,mobile,Sprint
PH011061,309-555-8628,mobile,Verizon
PH011062,312-555-2720,work,Verizon
PH011063,773-555-3694,work,AT&T
PH011064,217-555-3972,work,US Cellular
PH011065,309-555-9838,home,T-Mobile
PH011066,217-555-6032,home,T-Mobile
PH011067,847-555-6813,mobile,AT&T
PH011068,312-555-7788,work,AT&T
PH011069,815-555-5959,mobile,Verizon
PH011070,309-555-5032,home,T-Mobile
PH011071,312-555-1389,home,T-Mobile
PH011072,312-555-8432,work,US Cellular
PH011073,773-555-2581,home,AT&T
PH011074,309-555-5402,mobile,Sprint
PH011075,217-555-1223,mobile,T-Mobile
PH011076,312-555-1694,mobile,Verizon
PH011077,312-555-5566,mobile,Verizon
PH011078,630-555-7042,mobile,Sprint
PH011079,773-555-7554,mobile,T-Mobile
PH011080,815-555-5092,mobile,T-Mobile
PH011081,773-555-6157,mobile,Verizon
PH011082,309-555-7755,mobile,US Cellular
PH011083,630-555-4635,mobile,T-Mobile
PH011084,309-555-6326,mobile,Verizon
PH011085,815-555-5610,mobile,Sprint
PH011086,309-555-9655,mobile,Sprint
PH011087,630-555-1931,mobile,US Cellular
PH011088,217-555-4543,mobile,US Cellular
PH011089,630-555-4512,mobile,T-Mobile
PH011090,847-555-4065,work,T-Mobile
PH011091,847-555-8520,mobile,AT&T
PH011092,630-555-1410,home,Verizon
PH011093,217-555-2602,work,AT&T
PH011094,309-555-9801,home,T-Mobile
PH011095,815-555-9899,mobile,Sprint
PH011096,312-555-8277,mobile,AT&T
PH011097,630-555-2125,mobile,Sprint
PH011098,773-555-6439,mobile,AT&T
PH011099,309-555-4139,mobile,T-Mobile
PH011100,309-555-8922,home,Verizon
PH011101,630-555-3910,mobile,Sprint
PH011102,312-555-9155,mobile,Verizon
PH011103,309-555-1648,mobile,Sprint
PH011104,630-555-3989,mobile,Sprint
PH011105,773-555-2968,work,T-Mobile
PH011106,773-555-2193,mobile,Sprint
PH011107,217-555-6390,work,US Cellular
PH011108,773-555-6509,mobile,US Cellular
PH011109,815-555-2397,mobile,AT&T
PH011110,312-555-5956,work,T-Mobile
PH011111,630-555-6010,mobile,AT&T
PH011112,312-555-3524,work,US Cellular
PH011113,773-555-4329,work,US Cellular
PH011114,309-555-4096,mobile,Sprint
PH011115,309-555-8878,mobile,US Cellular
PH011116,847-555-8500,mobile,Verizon
PH011117,815-555-2916,mobile,Sprint
PH011118,773-555-7861,mobile,AT&T
PH011119,309-555-5204,home,T-Mobile
PH011120,312-555-9641,mobile,AT&T
PH011121,309-555-7298,mobile,US Cellular
PH011122,773-555-1162,home,US Cellular
PH011123,773-555-8918,home,Sprint
PH011124,815-555-6311,mobile,T-Mobile
PH011125,217-555-7774,home,AT&T
PH011126,630-555-3872,mobile,Sprint
PH011127,847-555-2714,mobile,Verizon
PH011128,847-555-8147,mobile,US Cellular
PH011129,309-555-6343,mobile,T-Mobile
PH011130,847-555-1796,mobile,US Cellular
PH011131,815-555-8705,mobile,T-Mobile
PH011132,847-555-5779,mobile,Sprint
PH011133,630-555-6791,mobile,Verizon
PH011134,815-555-7516,mobile,AT&T
PH011135,630-555-3285,home,AT&T
PH011136,309-555-8027,home,Verizon
PH011137,847-555-9592,work,Sprint
PH011138,773-555-6697,work,T-Mobile
PH011139,815-555-1663,home,US Cellular
PH011140,309-555-4397,mobile,US Cellular
PH011141,773-555-7515,mobile,Verizon
PH011142,217-555-5108,work,US Cellular
PH011143,630-555-8582,mobile,Sprint
PH011144,773-555-7620,mobile,T-Mobile
PH011145,309-555-4257,mobile,T-Mobile
PH011146,815-555-9329,mobile,US Cellular
