person1Ssn,person2Ssn,type,since
359-52-6612,913-43-8310,undisclosed,2020-07-29
842-84-5887,808-87-4771,undisclosed,2020-11-20
673-14-3908,216-60-4149,undisclosed,2019-01-13
794-32-9745,659-82-8900,undisclosed,2018-02-27
122-93-6862,752-83-1519,undisclosed,2021-07-29
570-96-2244,897-96-2528,undisclosed,2018-01-28
315-91-7678,862-71-4292,undisclosed,2020-06-08
301-81-7134,431-81-3088,undisclosed,2018-12-06
923-29-1403,962-67-7271,undisclosed,2021-04-16
745-25-3967,103-53-4149,undisclosed,2022-09-03
859-21-9193,748-30-6452,undisclosed,2021-10-19
285-63-8140,387-27-2427,undisclosed,2019-10-26
496-42-6276,610-19-1420,undisclosed,2021-05-08
598-16-3729,735-89-9831,undisclosed,2019-05-09
806-34-5797,758-61-4659,undisclosed,2022-09-01
244-62-7365,952-71-3135,undisclosed,2021-10-25
426-31-5241,258-26-1798,undisclosed,2021-06-08
924-14-1286,411-24-6070,undisclosed,2020-03-28
597-45-2650,269-77-4937,undisclosed,2022-04-05
680-82-8266,531-61-5483,undisclosed,2022-12-25
165-15-6661,312-98-9441,undisclosed,2019-06-27
855-94-2992,885-81-3104,undisclosed,2021-04-30
688-41-8721,885-31-2490,undisclosed,2020-09-28
749-86-9202,393-31-5705,undisclosed,2018-04-27
657-62-8267,743-91-4255,undisclosed,2020-04-02
530-71-3681,544-89-4501,undisclosed,2018-03-15
812-37-7569,453-20-4508,undisclosed,2022-03-03
158-93-3681,235-25-2233,undisclosed,2022-03-11
694-14-1270,771-43-7702,undisclosed,2022-06-21
563-70-5239,662-94-7189,undisclosed,2021-08-24
149-24-5759,740-83-8580,undisclosed,2018-05-28
457-66-6467,297-41-6947,undisclosed,2022-10-25
485-13-2441,680-34-2547,undisclosed,2021-10-21
773-50-3035,256-26-3591,undisclosed,2018-02-12
864-45-5685,540-16-2410,undisclosed,2020-05-07
654-12-9890,929-25-5110,undisclosed,2022-12-05
151-31-6548,941-38-2704,undisclosed,2022-12-14
952-14-1990,287-30-5921,undisclosed,2021-03-08
404-89-6991,672-89-7216,undisclosed,2019-05-27
598-61-3472,492-50-4843,undisclosed,2021-05-31
510-80-6092,522-60-2031,undisclosed,2020-08-28
436-79-7681,225-29-6220,undisclosed,2021-10-03
968-47-3471,102-31-1427,undisclosed,2019-08-17
233-40-2627,720-16-8265,undisclosed,2019-06-19
261-28-7642,174-50-3468,undisclosed,2020-02-25
127-96-1656,739-22-4350,undisclosed,2018-08-13
242-34-1086,309-16-4167,undisclosed,2021-09-03
624-49-3082,423-46-4627,undisclosed,2022-11-27
947-35-2992,877-86-7415,undisclosed,2018-06-01
580-11-1047,857-75-1867,undisclosed,2020-05-06
746-78-6520,157-84-6909,undisclosed,2019-10-31
502-14-1827,863-52-8187,undisclosed,2022-02-21
483-25-3944,683-82-8994,undisclosed,2019-03-28
137-96-5870,144-84-7409,undisclosed,2021-02-27
938-76-1947,492-83-3257,undisclosed,2020-07-05
486-18-7782,820-73-4930,undisclosed,2022-03-22
297-91-6957,242-72-4253,undisclosed,2021-05-25
198-68-7831,978-46-1047,undisclosed,2019-04-24
497-17-7689,103-19-7167,undisclosed,2018-04-30
905-92-5776,500-20-8825,undisclosed,2020-11-20
795-90-2165,140-57-9008,undisclosed,2019-07-17
971-52-7445,858-56-5464,undisclosed,2021-07-31
620-16-8822,769-21-8948,undisclosed,2020-03-28
896-82-7373,181-41-3124,undisclosed,2018-12-20
242-56-6494,124-14-3190,undisclosed,2020-06-11
797-57-7919,315-67-6307,undisclosed,2020-04-18
272-35-9137,245-88-4510,undisclosed,2019-01-05
630-17-1224,874-43-1450,undisclosed,2022-11-21
631-13-1431,958-64-1941,undisclosed,2022-07-01
384-41-4690,805-11-4863,undisclosed,2020-05-01
725-79-6586,629-61-4220,undisclosed,2022-04-02
240-16-9783,848-51-1896,undisclosed,2019-08-29
929-51-8998,486-77-6494,undisclosed,2021-12-04
561-85-8145,544-77-4148,undisclosed,2021-03-18
397-50-5114,957-34-3345,undisclosed,2022-06-10
250-48-7045,478-42-4920,undisclosed,2018-04-20
588-95-9548,471-24-7735,undisclosed,2021-03-25
109-61-3345,884-46-8472,undisclosed,2021-02-11
266-53-4750,874-85-8345,undisclosed,2019-02-28
363-62-9124,215-89-3288,undisclosed,2020-06-21
367-41-5223,465-81-4580,undisclosed,2021-12-03
634-61-8381,636-27-4964,undisclosed,2019-04-21
577-32-8685,183-78-5302,undisclosed,2018-06-09
519-92-7944,346-17-8347,undisclosed,2021-05-28
556-48-4310,487-57-6066,undisclosed,2019-05-15
145-29-2300,559-73-5985,undisclosed,2018-08-18
212-98-5175,207-20-6373,undisclosed,2022-03-05
683-70-6888,428-30-7133,undisclosed,2018-12-15
876-58-8861,675-55-5686,undisclosed,2018-04-21
872-49-2833,199-84-7233,undisclosed,2018-03-27
161-52-2743,184-30-1471,undisclosed,2020-07-05
552-49-7823,903-84-2709,undisclosed,2018-05-25
831-73-8731,716-59-3959,undisclosed,2018-01-17
481-81-3680,690-18-7139,undisclosed,2018-08-01
628-10-1273,926-41-2849,undisclosed,2018-12-06
180-35-2160,718-80-5724,undisclosed,2021-11-18
109-48-6199,467-98-8450,undisclosed,2018-11-30
173-97-9142,858-49-3030,undisclosed,2021-07-13
403-98-6740,430-31-8395,undisclosed,2019-11-08
685-58-9518,700-72-5710,undisclosed,2019-09-27
573-11-9801,931-10-2192,undisclosed,2022-04-16
460-49-2306,687-58-4868,undisclosed,2019-09-27
396-18-4503,596-99-4176,undisclosed,2018-09-24
405-96-5362,263-12-7848,undisclosed,2018-12-19
510-25-8977,745-77-6262,undisclosed,2022-07-06
484-90-6235,237-20-4722,undisclosed,2020-05-05
686-61-5528,924-47-4619,undisclosed,2020-07-24
824-12-6225,259-32-4232,undisclosed,2021-09-27
457-12-4920,297-63-4120,undisclosed,2021-06-16
628-92-9674,570-91-1100,undisclosed,2018-03-08
812-66-5594,638-50-2290,undisclosed,2018-11-14
256-62-3601,203-69-5202,undisclosed,2021-11-01
746-84-5367,610-15-6080,undisclosed,2018-12-03
472-56-2854,615-11-9170,undisclosed,2018-04-15
168-14-1262,679-46-6812,undisclosed,2021-04-15
845-71-3103,567-27-6639,undisclosed,2021-05-30
384-20-9920,935-82-1090,undisclosed,2022-01-07
274-76-2265,226-79-7774,undisclosed,2018-10-21
538-21-8799,613-49-8538,undisclosed,2022-05-16
283-67-7555,416-57-6903,undisclosed,2021-09-29
368-27-8438,587-56-1030,undisclosed,2019-12-10
976-55-2485,947-69-4427,undisclosed,2020-02-04
880-68-3332,455-81-4576,undisclosed,2020-10-14
491-74-8414,779-91-9217,undisclosed,2019-04-09
371-21-5151,894-91-2529,undisclosed,2019-08-02
124-60-8886,379-63-8553,undisclosed,2021-10-18
744-44-2227,202-84-2163,undisclosed,2020-12-30
978-54-7753,612-76-5615,undisclosed,2021-09-12
945-15-9769,980-52-1918,undisclosed,2020-09-16
853-81-9953,875-16-3618,undisclosed,2018-12-04
892-62-5281,323-14-5935,undisclosed,2021-04-27
642-19-4250,145-71-9500,undisclosed,2022-06-16
993-16-6709,838-91-3043,undisclosed,2019-05-17
760-35-9815,240-68-3261,undisclosed,2018-02-26
416-91-2929,961-69-7872,undisclosed,2018-08-19
522-53-1957,101-41-4636,undisclosed,2019-02-10
287-48-7845,169-15-9031,undisclosed,2022-04-14
471-45-7272,471-87-3256,undisclosed,2019-06-03
348-11-6311,851-37-5828,undisclosed,2022-08-03
933-36-3041,413-38-4818,undisclosed,2022-01-27
358-37-3834,572-79-5001,undisclosed,2019-06-04
656-42-1896,917-22-2455,undisclosed,2019-09-07
198-53-9702,314-76-4013,undisclosed,2020-08-27
808-34-5851,495-63-1510,undisclosed,2022-06-12
320-74-6844,382-74-9212,undisclosed,2021-04-08
141-88-8953,679-18-5200,undisclosed,2018-12-10
889-34-6762,222-95-2132,undisclosed,2020-09-03
491-59-3992,784-37-9857,undisclosed,2019-10-21
321-96-3012,754-83-8025,undisclosed,2022-05-14
849-32-9209,803-18-1523,undisclosed,2019-11-17
970-28-7919,579-58-2430,undisclosed,2020-10-20
218-75-6423,285-80-4978,undisclosed,2018-09-21
673-57-3628,941-16-3304,undisclosed,2021-09-30
224-63-2235,386-53-5451,undisclosed,2019-10-28
816-64-7157,732-55-8827,undisclosed,2018-02-13
740-77-5068,575-40-7104,undisclosed,2021-01-19
397-68-7846,943-95-5074,undisclosed,2022-03-22
755-25-8486,712-50-8838,undisclosed,2019-04-11
695-69-8869,408-87-9015,undisclosed,2019-05-22
244-76-5951,980-14-9622,undisclosed,2020-09-02
666-24-6819,110-20-4743,undisclosed,2022-05-12
427-26-9541,391-17-1275,undisclosed,2018-10-24
122-97-8937,110-28-5520,undisclosed,2020-07-08
225-26-8780,546-84-8789,undisclosed,2022-08-12
572-37-7728,794-37-9379,undisclosed,2022-11-03
192-47-8733,828-14-7184,undisclosed,2021-05-19
907-56-9611,125-65-8696,undisclosed,2022-05-30
491-94-4286,272-11-7516,undisclosed,2019-04-19
542-10-6489,437-56-1226,undisclosed,2020-04-07
760-70-9762,144-79-3611,undisclosed,2018-01-27
288-92-2409,741-38-2408,undisclosed,2020-01-26
292-72-6137,884-54-2395,undisclosed,2022-02-06
276-63-4614,556-11-8961,undisclosed,2018-02-19
144-18-6496,553-55-5593,undisclosed,2022-01-24
166-18-9956,779-66-4764,undisclosed,2020-07-11
526-17-9638,753-37-7777,undisclosed,2020-10-01
966-33-3584,362-98-2804,undisclosed,2020-08-02
898-70-3983,642-94-4598,undisclosed,2018-01-19
148-92-6266,260-59-6145,undisclosed,2021-07-12
987-28-4162,969-82-6763,undisclosed,2022-01-17
797-23-7925,315-10-8529,undisclosed,2019-03-07
910-43-2691,763-11-2187,undisclosed,2018-12-13
862-34-3328,808-97-9483,undisclosed,2021-07-25
643-78-9008,523-84-8005,undisclosed,2021-02-05
664-48-4696,747-12-3812,undisclosed,2019-03-15
626-36-5960,787-91-8966,undisclosed,2019-08-19
479-53-9841,700-81-6947,undisclosed,2021-08-17
202-66-6040,477-93-4224,undisclosed,2018-11-01
875-12-5552,272-10-4493,undisclosed,2021-12-21
399-76-5411,881-32-7024,undisclosed,2018-10-24
260-30-8067,586-94-8570,undisclosed,2018-02-24
652-65-7930,898-15-4651,undisclosed,2022-10-16
232-61-7129,293-30-6613,undisclosed,2019-09-05
621-60-6400,491-27-1530,undisclosed,2018-05-29
387-90-6342,916-75-1217,undisclosed,2018-09-28
391-56-6825,719-73-8687,undisclosed,2020-12-22
997-10-5216,312-18-1791,undisclosed,2020-07-14
204-88-8033,322-80-7096,undisclosed,2019-05-31
424-75-5478,581-97-3442,undisclosed,2020-01-28
966-60-9005,397-88-2021,undisclosed,2020-12-02
698-42-2650,265-20-5560,undisclosed,2019-11-16
908-61-5723,632-18-2728,undisclosed,2018-11-18
481-79-2499,972-18-6239,undisclosed,2018-07-19
800-78-3349,439-53-3482,undisclosed,2019-03-15
848-44-3165,217-34-9427,undisclosed,2018-08-02
325-22-3462,674-89-1244,undisclosed,2020-05-04
847-36-2896,617-65-2195,undisclosed,2022-08-14
731-88-6324,139-19-5800,undisclosed,2019-07-23
956-29-3084,726-33-7433,undisclosed,2021-07-10
115-32-9335,623-86-4180,undisclosed,2018-02-28
213-69-4157,545-69-7367,undisclosed,2018-11-23
444-38-7074,980-33-2134,undisclosed,2022-01-27
186-52-8111,748-90-6618,undisclosed,2019-01-18
555-47-8628,464-74-2110,undisclosed,2018-11-27
418-36-3487,244-20-5156,undisclosed,2022-10-14
955-21-1199,693-55-5945,undisclosed,2019-11-19
667-17-7294,676-28-5007,undisclosed,2021-10-20
142-79-5622,492-70-8338,undisclosed,2019-12-18
806-37-6055,495-72-7229,undisclosed,2021-02-05
144-55-5211,825-35-6349,undisclosed,2022-03-14
173-77-6533,107-99-8438,undisclosed,2020-09-18
438-96-2148,645-40-5333,undisclosed,2022-07-16
678-14-4893,993-59-7646,undisclosed,2019-01-07
999-49-8024,394-43-1069,undisclosed,2022-05-25
449-75-6912,897-22-7263,undisclosed,2021-06-09
119-56-5492,516-81-3778,undisclosed,2022-10-09
483-22-7152,883-18-3524,undisclosed,2021-06-26
765-81-6142,203-49-3767,undisclosed,2020-09-02
483-40-9605,117-50-5383,undisclosed,2019-02-06
242-92-9219,426-74-9349,undisclosed,2018-03-14
110-53-5316,234-55-1362,undisclosed,2020-10-09
622-97-7285,788-95-1099,undisclosed,2018-12-17
542-94-6358,938-13-2821,undisclosed,2018-11-16
603-92-8869,583-13-9777,undisclosed,2021-07-21
527-71-7055,345-31-1601,undisclosed,2018-07-01
767-28-1480,521-62-9228,undisclosed,2020-08-29
561-83-7372,764-72-7114,undisclosed,2022-12-25
984-61-6855,484-71-5896,undisclosed,2022-05-26
531-50-8007,951-47-3269,undisclosed,2019-08-06
289-64-6350,580-51-2125,undisclosed,2021-08-23
418-28-5249,801-79-4789,undisclosed,2022-09-27
962-17-5835,841-29-9068,undisclosed,2022-09-02
399-36-7556,547-16-1674,undisclosed,2020-03-22
791-52-8534,672-26-4999,undisclosed,2018-04-09
532-97-7509,235-48-5070,undisclosed,2019-06-14
207-11-6565,357-71-8453,undisclosed,2018-12-12
935-75-5987,911-72-2912,undisclosed,2019-01-16
619-65-2593,492-40-9874,undisclosed,2020-10-24
662-46-5201,622-34-6680,undisclosed,2018-11-03
734-29-2045,731-81-4381,undisclosed,2020-12-21
572-66-5239,480-60-6649,undisclosed,2022-05-11
390-97-4587,450-28-9835,undisclosed,2018-02-07
373-38-7465,801-46-3421,undisclosed,2018-09-28
211-31-8648,796-28-6281,undisclosed,2021-07-18
770-34-2501,759-63-5007,undisclosed,2020-08-23
573-94-5096,948-11-4447,undisclosed,2021-11-24
949-42-8318,414-70-2931,undisclosed,2022-11-08
452-28-8399,657-41-4107,undisclosed,2022-10-19
449-42-6642,764-81-9847,undisclosed,2021-02-19
446-61-3559,334-76-3864,undisclosed,2018-12-31
381-49-4949,100-93-5743,undisclosed,2018-09-10
399-62-7807,263-38-3757,undisclosed,2018-03-13
619-46-1125,806-91-3483,undisclosed,2021-05-06
602-43-6731,297-18-1516,undisclosed,2018-03-31
234-17-2474,558-57-1754,undisclosed,2018-04-16
498-21-2208,169-62-1263,undisclosed,2021-09-15
983-68-9965,389-53-8727,undisclosed,2019-02-08
501-16-6760,486-39-5918,undisclosed,2020-10-12
351-66-9286,725-27-6250,undisclosed,2020-06-10
511-96-7024,464-43-1956,undisclosed,2021-05-05
284-99-4997,670-11-1262,undisclosed,2018-02-07
715-14-2692,164-79-1194,undisclosed,2019-07-29
622-44-7900,735-78-4855,undisclosed,2022-12-24
595-41-6860,121-25-8865,undisclosed,2021-04-29
784-69-6975,382-83-4130,undisclosed,2018-10-05
244-18-7627,420-26-7520,undisclosed,2020-03-27
464-21-2151,376-15-1520,undisclosed,2021-12-27
219-46-5828,290-54-3610,undisclosed,2018-12-28
714-56-6329,297-52-9809,undisclosed,2019-11-16
557-44-3744,773-97-5981,undisclosed,2022-07-25
282-47-5823,447-86-3613,undisclosed,2018-04-02
206-83-2814,307-80-6580,undisclosed,2020-06-08
294-38-3343,447-83-4341,undisclosed,2020-07-01
334-13-9942,480-75-9716,undisclosed,2020-05-23
510-20-7651,130-42-3530,undisclosed,2021-01-05
357-51-2917,796-55-1366,undisclosed,2019-08-21
927-30-7637,812-56-7001,undisclosed,2022-11-05
256-26-1369,886-78-4073,undisclosed,2021-01-22
401-34-7369,777-26-1243,undisclosed,2019-02-28
545-36-2203,759-98-7690,undisclosed,2019-07-02
866-42-4395,798-13-1782,undisclosed,2022-01-17
225-14-5577,468-51-8050,undisclosed,2022-10-29
418-37-8335,800-49-2603,undisclosed,2020-08-21
971-24-9781,661-65-8619,undisclosed,2018-04-15
671-53-6995,206-55-1645,undisclosed,2021-06-25
780-41-5585,771-23-6778,undisclosed,2018-12-07
667-19-8941,642-95-8532,undisclosed,2018-12-18
703-13-3531,430-15-5907,undisclosed,2020-01-07
320-55-1551,601-66-1189,undisclosed,2020-05-19
409-44-8265,893-28-4527,undisclosed,2021-04-22
937-91-1329,788-25-9021,undisclosed,2018-09-12
388-49-8163,898-34-4228,undisclosed,2020-01-12
702-19-8701,305-55-7600,undisclosed,2022-10-09
103-58-8374,311-69-7048,undisclosed,2018-01-10
278-90-8204,790-86-4786,undisclosed,2018-08-23
517-77-5211,203-46-1262,undisclosed,2020-04-18
785-95-7838,242-83-2716,undisclosed,2021-09-06
690-38-4964,484-66-7540,undisclosed,2021-11-19
816-15-3968,193-48-4140,undisclosed,2018-10-15
967-45-5521,748-81-5401,undisclosed,2018-08-04
904-65-6831,648-36-3300,undisclosed,2019-05-13
259-99-5807,897-92-6403,undisclosed,2018-05-29
599-63-4346,113-54-8452,undisclosed,2020-01-02
117-39-2735,278-23-5562,undisclosed,2020-02-17
540-21-9525,119-45-6952,undisclosed,2022-10-12
302-82-8045,200-74-9837,undisclosed,2022-05-29
624-36-3678,746-88-9543,undisclosed,2018-11-30
918-65-6861,166-32-8247,undisclosed,2018-04-21
826-14-8531,912-32-6758,undisclosed,2022-11-15
240-78-5648,905-39-6965,undisclosed,2020-08-13
766-47-9787,532-12-7675,undisclosed,2019-05-30
377-74-8968,205-34-8603,undisclosed,2018-09-28
111-13-2527,189-70-2521,undisclosed,2022-06-07
387-21-3777,690-93-1733,undisclosed,2022-12-20
795-33-6090,320-76-5215,undisclosed,2018-08-12
235-27-3366,326-40-5009,undisclosed,2020-10-04
238-34-8446,440-90-7952,undisclosed,2021-07-18
803-41-6780,736-39-2183,undisclosed,2022-02-27
403-59-7013,127-57-7857,undisclosed,2019-10-10
267-97-2985,816-13-7699,undisclosed,2020-07-12
887-40-2016,264-44-8320,undisclosed,2020-08-07
109-88-2408,153-99-6793,undisclosed,2020-11-18
224-70-4683,974-53-7532,undisclosed,2019-03-23
210-17-7618,838-86-7720,undisclosed,2018-01-31
488-35-3610,138-48-6940,undisclosed,2020-05-26
705-67-9885,244-38-8896,undisclosed,2019-01-26
329-30-2537,531-51-3039,undisclosed,2020-04-23
545-37-3359,394-55-2557,undisclosed,2018-10-30
339-71-7490,606-37-5144,undisclosed,2021-06-22
565-71-2365,652-73-3309,undisclosed,2020-02-17
903-83-6668,465-33-1584,undisclosed,2021-09-15
736-95-8796,162-96-6177,undisclosed,2018-10-26
535-82-5177,224-39-5410,undisclosed,2018-08-31
415-98-8957,728-33-6058,undisclosed,2019-03-18
376-73-8664,493-17-2916,undisclosed,2018-05-28
453-22-8835,764-22-4281,undisclosed,2020-10-26
766-41-4054,100-89-7638,undisclosed,2019-10-16
773-78-2745,314-47-8696,undisclosed,2021-04-17
136-65-6316,800-34-4513,undisclosed,2020-06-19
311-61-6879,339-88-1562,undisclosed,2018-07-08
636-89-4594,392-22-9911,undisclosed,2019-06-06
984-53-5518,766-39-7712,undisclosed,2020-05-17
325-90-7134,401-45-6636,undisclosed,2020-05-21
781-27-5130,503-73-7642,undisclosed,2020-10-09
785-76-7065,432-36-9991,undisclosed,2021-01-13
498-22-1282,337-49-1516,undisclosed,2022-01-24
804-86-3678,988-71-8203,undisclosed,2021-02-25
980-82-6876,618-93-8940,undisclosed,2021-08-01
541-78-8887,305-54-3113,undisclosed,2021-11-07
427-80-5965,982-25-7218,undisclosed,2020-10-27
922-85-6349,132-68-3511,undisclosed,2020-09-25
399-51-1916,456-76-6847,undisclosed,2019-08-03
422-35-1614,702-64-4656,undisclosed,2018-07-05
132-34-6381,392-84-8968,undisclosed,2020-04-26
823-67-3620,624-80-5682,undisclosed,2021-04-25
402-41-4329,440-78-6974,undisclosed,2021-09-20
855-20-2976,770-12-9114,undisclosed,2018-08-04
245-16-9778,814-12-2121,undisclosed,2021-11-11
210-21-5367,937-88-2628,undisclosed,2018-07-24
809-80-6797,760-52-5717,undisclosed,2020-06-30
737-14-8970,722-38-1401,undisclosed,2020-05-16
157-44-4271,288-91-6495,undisclosed,2018-11-28
425-27-3474,266-32-2028,undisclosed,2018-12-08
648-38-4299,673-42-1803,undisclosed,2022-04-17
441-41-1236,903-29-1293,undisclosed,2019-10-08
178-18-7364,835-99-3860,undisclosed,2020-06-29
194-91-1642,752-26-8546,undisclosed,2021-07-05
797-33-9519,852-96-6103,undisclosed,2022-08-02
492-23-5271,793-71-9853,undisclosed,2018-01-24
964-66-9121,751-28-8901,undisclosed,2021-01-20
224-31-2397,957-19-8424,undisclosed,2019-06-07
645-84-2981,493-12-2906,undisclosed,2018-01-12
687-67-7309,272-45-3166,undisclosed,2022-09-25
600-48-9615,539-71-4178,undisclosed,2019-02-12
600-66-3733,999-63-8353,undisclosed,2018-07-03
559-46-6835,223-30-6894,undisclosed,2019-04-05
448-25-5780,942-11-3474,undisclosed,2018-12-29
550-99-6490,850-37-9263,undisclosed,2018-11-25
819-63-3881,585-99-9433,undisclosed,2018-07-29
758-14-8617,984-25-6258,undisclosed,2020-05-17
216-33-9503,550-70-6297,undisclosed,2022-09-22
834-91-5066,759-22-9917,undisclosed,2021-10-03
221-17-4539,444-16-1132,undisclosed,2022-09-10
439-42-4787,228-39-3983,undisclosed,2019-12-13
247-90-2226,711-35-5382,undisclosed,2020-05-28
946-88-6266,474-57-8875,undisclosed,2020-04-03
776-71-2578,311-91-9055,undisclosed,2019-09-09
345-67-8540,182-29-1716,undisclosed,2022-08-02
233-42-1419,975-21-2288,undisclosed,2021-06-26
150-38-1044,797-73-4679,undisclosed,2020-09-09
747-77-7286,179-41-2382,undisclosed,2022-08-05
934-44-7885,841-66-4815,undisclosed,2022-05-22
165-91-6369,458-92-8347,undisclosed,2020-02-28
653-49-9044,600-99-2857,undisclosed,2020-08-19
482-94-8889,666-67-1742,undisclosed,2019-02-17
800-37-9748,610-89-1736,undisclosed,2018-10-15
298-56-2905,375-56-3433,undisclosed,2022-06-27
996-21-2079,270-89-7128,undisclosed,2019-09-24
523-82-1244,203-61-9079,undisclosed,2018-11-24
870-95-7146,524-87-5246,undisclosed,2018-12-09
463-47-3402,124-12-2548,undisclosed,2019-02-02
795-40-4175,350-31-4553,undisclosed,2021-07-31
701-37-7177,295-94-5424,undisclosed,2019-09-15
690-72-4892,348-12-6883,undisclosed,2022-05-29
518-90-6768,301-39-8753,undisclosed,2018-11-28
660-43-9203,200-56-5557,undisclosed,2018-02-13
316-64-7471,653-92-1882,undisclosed,2020-03-22
199-56-8657,818-97-5684,undisclosed,2019-09-12
394-86-9808,438-61-6863,undisclosed,2022-11-09
315-66-5824,947-45-5012,undisclosed,2022-06-08
760-71-3153,490-18-4019,undisclosed,2018-02-05
